customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
XP50892,Oregon,M,High School or Below,3940.123576,92539.0,100.0,0.0,Corporate Auto,SUV,25.713622
VH77056,Arizona,F,Bachelor,2448.765205,40658.0,61.0,1.0,Personal Auto,Four-Door Car,38.379869
JF19701,Arizona,M,Bachelor,4439.677708,75453.0,112.0,0.0,Special Auto,SUV,163.9498
JN49891,Oregon,M,College,2534.946955,94003.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
CX65318,Arizona,M,Master,17420.56565,31737.0,218.0,0.0,Personal Auto,Luxury SUV,1046.4
HL35876,Washington,M,College,2393.915369,0.0,70.0,0.0,Personal Auto,Four-Door Car,425.266308
RD87161,Washington,F,High School or Below,2681.332102,0.0,71.0,1.0,Personal Auto,Four-Door Car,340.8
CF50291,California,F,College,4272.80504,0.0,114.0,0.0,Personal Auto,Four-Door Car,1343.619461
VF35858,California,M,Bachelor,15284.33065,48885.0,190.0,0.0,Personal Auto,Luxury Car,1090.122048
XG55762,Nevada,F,Bachelor,20186.34693,0.0,79.0,0.0,Corporate Auto,Four-Door Car,379.2
EC28314,California,M,Bachelor,4984.618655,86305.0,62.0,0.0,Personal Auto,Four-Door Car,80.73124
GR53936,Oregon,F,Bachelor,5246.278375,28909.0,66.0,0.0,Corporate Auto,Two-Door Car,456.702735
DV51398,California,M,High School or Below,8827.229838,0.0,123.0,1.0,Personal Auto,SUV,1088.38378
YF81002,Oregon,M,College,3269.013926,26140.0,84.0,1.0,Personal Auto,Two-Door Car,403.2
YM20358,Oregon,M,Bachelor,16979.79757,35095.0,73.0,0.0,Personal Auto,Two-Door Car,525.6
AZ75509,Arizona,F,Bachelor,2479.920134,31678.0,63.0,0.0,Personal Auto,Two-Door Car,76.629988
No93155,Arizona,M,Master,7200.566588,28245.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
FG21322,Oregon,F,Bachelor,7917.119912,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
GO44613,Nevada,F,High School or Below,24061.11048,19168.0,106.0,1.0,Personal Auto,SUV,508.8
ZW93288,California,F,Master,19160.98994,22705.0,239.0,0.0,Personal Auto,Luxury SUV,1294.700423
MS67230,Nevada,F,College,23295.06014,86481.0,65.0,0.0,Corporate Auto,Two-Door Car,189.971267
FQ32742,Arizona,M,Doctor,7553.936525,38008.0,68.0,4.0,Personal Auto,Four-Door Car,321.789644
YF30946,California,M,College,2405.618791,63032.0,61.0,0.0,Personal Auto,Four-Door Car,404.550554
TH69908,Washington,F,College,4865.371797,27228.0,129.0,4.0,Personal Auto,Sports Car,238.262773
QA78691,Nevada,F,Bachelor,16388.09542,0.0,68.0,1.0,Personal Auto,Four-Door Car,483.578159
NL44360,Oregon,F,Bachelor,2611.14858,13424.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
HO77809,Oregon,F,College,8688.754812,59098.0,110.0,0.0,Personal Auto,SUV,665.931223
MC30750,Oregon,F,Master,13736.1325,16181.0,181.0,0.0,Personal Auto,SUV,1261.319869
HU41273,Oregon,M,High School or Below,8564.768226,95697.0,107.0,0.0,Personal Auto,Sports Car,178.006524
VS73599,Arizona,M,College,7019.177186,26806.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
TO74000,Oregon,M,High School or Below,8114.409136,30595.0,69.0,0.0,Corporate Auto,Four-Door Car,446.08476
MS45259,Nevada,M,College,4864.382304,88079.0,61.0,0.0,Personal Auto,Two-Door Car,121.88814
LI45265,Oregon,F,Bachelor,8569.422637,99803.0,71.0,0.0,Personal Auto,Four-Door Car,189.143402
LK70293,Nevada,F,High School or Below,17793.60797,0.0,118.0,0.0,Personal Auto,Four-Door Car,1118.990694
FY24370,Oregon,M,Bachelor,12944.18562,0.0,191.0,0.0,Personal Auto,Luxury Car,1375.2
YE64125,Oregon,F,College,2649.207711,36283.0,68.0,1.0,Personal Auto,Four-Door Car,291.410965
QT39025,Arizona,F,Bachelor,4582.899414,66991.0,115.0,0.0,Personal Auto,SUV,399.617715
LO15516,California,M,Bachelor,2691.70088,34322.0,70.0,2.0,Corporate Auto,Four-Door Car,336.0
FM47139,Oregon,F,College,2466.376803,44855.0,63.0,1.0,Personal Auto,Four-Door Car,103.607499
LW59140,Arizona,M,Bachelor,9277.472901,97729.0,115.0,1.0,Personal Auto,Four-Door Car,221.047584
JA26024,Oregon,F,High School or Below,4142.561212,48263.0,104.0,0.0,Personal Auto,Two-Door Car,674.863718
YF16441,California,F,Bachelor,27990.27159,68343.0,79.0,0.0,Personal Auto,Two-Door Car,379.2
QT43282,Oregon,M,Master,9409.143498,76847.0,118.0,0.0,Corporate Auto,SUV,31.58501
NL17964,Oregon,M,High School or Below,2581.022016,35795.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
CD27895,California,F,Bachelor,7637.111954,0.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
CF62992,Oregon,F,High School or Below,2471.077732,53074.0,61.0,0.0,Personal Auto,Two-Door Car,268.773368
QK23742,California,F,College,2302.818965,0.0,63.0,0.0,Corporate Auto,Four-Door Car,732.638975
UV64489,Arizona,F,Bachelor,8716.368952,28743.0,112.0,0.0,Personal Auto,SUV,537.6
ED65109,California,F,College,5207.985921,81839.0,65.0,1.0,Personal Auto,Four-Door Car,74.666163
SC40169,Oregon,F,College,2719.506996,14030.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
PW88443,Oregon,F,College,2452.726922,32764.0,61.0,0.0,Personal Auto,Two-Door Car,292.953446
YZ38778,Oregon,M,Master,3829.090645,74775.0,95.0,0.0,Personal Auto,Four-Door Car,676.658911
EO77382,Arizona,F,Bachelor,8873.525122,53503.0,114.0,0.0,Personal Auto,Four-Door Car,547.2
SM42728,California,M,College,15925.05739,34455.0,135.0,0.0,Personal Auto,SUV,648.0
PX31667,Washington,M,High School or Below,2952.360309,52198.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
NC35008,Oregon,F,College,15923.95503,64429.0,133.0,2.0,Personal Auto,SUV,222.080015
XC77244,Oregon,M,High School or Below,7285.030983,44788.0,61.0,0.0,Personal Auto,Four-Door Car,386.031248
UM52895,California,F,Bachelor,13104.30284,30130.0,110.0,0.0,Personal Auto,SUV,528.0
WV39838,Arizona,F,College,2436.839358,0.0,65.0,0.0,Personal Auto,Two-Door Car,149.241472
IT92328,Nevada,M,High School or Below,9350.872287,0.0,275.0,1.0,Corporate Auto,Luxury SUV,1980.0
QD86074,Oregon,F,High School or Below,9035.671134,34337.0,113.0,0.0,Corporate Auto,Four-Door Car,542.4
WH80404,California,M,High School or Below,17250.74771,22276.0,111.0,1.0,Personal Auto,SUV,783.211084
XH20787,California,M,College,2549.080421,52980.0,64.0,0.0,Personal Auto,Four-Door Car,191.945693
ZU50513,California,F,Bachelor,8954.840118,97736.0,74.0,0.0,Personal Auto,Four-Door Car,60.090984
TW42649,Washington,F,College,2467.97792,0.0,67.0,0.0,Corporate Auto,Two-Door Car,222.903462
QH46481,Washington,F,High School or Below,7700.619936,0.0,73.0,1.0,Corporate Auto,Four-Door Car,792.868448
MQ73697,Nevada,F,College,3776.665506,68727.0,94.0,0.0,Corporate Auto,Two-Door Car,386.520235
UG48681,Nevada,M,Bachelor,8044.872393,71391.0,67.0,0.0,Personal Auto,Four-Door Car,284.000172
ID58230,California,F,College,5029.671927,62271.0,63.0,0.0,Personal Auto,Four-Door Car,25.478179
DY35486,California,M,High School or Below,19957.79034,0.0,187.0,0.0,Personal Auto,Luxury Car,1346.4
EP64833,California,F,High School or Below,6179.699689,0.0,86.0,0.0,Corporate Auto,Four-Door Car,412.8
MC69755,Washington,F,Bachelor,5678.050167,0.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
ZZ41158,Washington,M,College,4089.429492,28506.0,104.0,0.0,Personal Auto,SUV,499.2
QM59790,Arizona,F,High School or Below,3142.87734,0.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
LL67008,California,F,Bachelor,22895.34606,0.0,94.0,0.0,Corporate Auto,Four-Door Car,676.8
ZU69163,California,F,Doctor,5586.893159,94161.0,69.0,0.0,Personal Auto,Four-Door Car,108.989737
EB72052,Oregon,M,College,12105.29422,33345.0,102.0,0.0,Personal Auto,SUV,694.078608
WA60547,California,F,College,11971.97765,64195.0,158.0,4.0,Personal Auto,SUV,618.288849
RV97631,Oregon,F,College,15328.45723,0.0,138.0,0.0,Corporate Auto,SUV,688.828746
SS20130,Oregon,F,Bachelor,5424.256733,67414.0,68.0,0.0,Personal Auto,Four-Door Car,148.778455
ZI72165,Arizona,M,High School or Below,4981.825724,33176.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
HD29166,Oregon,F,Bachelor,14635.45158,0.0,139.0,0.0,Personal Auto,SUV,667.2
NP30139,Oregon,M,College,6862.866306,56779.0,86.0,0.0,Corporate Auto,Four-Door Car,435.388932
FV54537,California,M,College,13745.04802,40810.0,114.0,0.0,Personal Auto,SUV,780.378964
SG62327,Nevada,M,High School or Below,8111.651948,30622.0,68.0,0.0,Corporate Auto,Four-Door Car,326.4
FX26050,Oregon,M,Doctor,22712.02364,14119.0,67.0,0.0,Special Auto,Two-Door Car,68.019973
DU50092,Oregon,F,College,56675.93768,77237.0,283.0,0.0,Personal Auto,Luxury SUV,1358.4
EU48798,Nevada,F,College,8160.587729,24980.0,71.0,0.0,Personal Auto,Two-Door Car,511.2
WE93328,Nevada,F,High School or Below,3919.366722,66676.0,97.0,0.0,Corporate Auto,Four-Door Car,558.099357
KP83069,California,F,High School or Below,7286.155383,0.0,69.0,1.0,Personal Auto,Four-Door Car,669.716478
GO56075,Oregon,M,High School or Below,7589.634,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
DI19952,Arizona,F,Bachelor,9032.370378,0.0,82.0,0.0,Personal Auto,Four-Door Car,157.208336
SV58690,California,M,Bachelor,5555.556089,41853.0,71.0,0.0,Personal Auto,Two-Door Car,155.511553
RF35142,Nevada,F,Bachelor,8257.666512,23815.0,73.0,0.0,Personal Auto,Four-Door Car,424.330166
CU69816,California,M,Bachelor,2721.749756,22885.0,73.0,0.0,Corporate Auto,Four-Door Car,386.245297
JM67025,Nevada,M,High School or Below,5230.092742,32630.0,66.0,0.0,Personal Auto,Four-Door Car,202.961374
OB69329,California,F,College,6273.911874,18577.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
GF19726,Oregon,M,High School or Below,5866.068903,75952.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
FH39427,Nevada,M,Bachelor,8802.188243,96390.0,73.0,0.0,Corporate Auto,Two-Door Car,316.977588
VM69145,California,F,College,8722.895091,25680.0,73.0,0.0,Personal Auto,Two-Door Car,332.40907
GN76399,Nevada,M,Bachelor,8178.521899,0.0,112.0,0.0,Personal Auto,Four-Door Car,806.4
IV94496,Nevada,M,High School or Below,43217.21611,51504.0,220.0,0.0,Personal Auto,Luxury SUV,2552.343856
NM91640,Oregon,M,High School or Below,2442.216651,0.0,74.0,3.0,Personal Auto,Four-Door Car,532.8
DS46955,California,F,Master,2919.710443,41456.0,73.0,0.0,Personal Auto,Four-Door Car,257.380112
LU82585,Nevada,M,High School or Below,6366.225775,44368.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
QX31376,Oregon,F,Master,17114.32815,70961.0,85.0,0.0,Corporate Auto,Four-Door Car,408.0
SQ36805,Oregon,F,Doctor,2395.57,21986.0,63.0,0.0,Personal Auto,Two-Door Car,333.696228
UY57856,Oregon,F,College,2987.949471,0.0,83.0,0.0,Corporate Auto,Four-Door Car,708.693556
OG84541,Arizona,F,Master,12780.276,33514.0,105.0,0.0,Personal Auto,Sports Car,265.215014
NT66759,Arizona,F,College,3906.669584,60230.0,98.0,0.0,Personal Auto,Four-Door Car,8.129056
PR74307,California,M,High School or Below,2594.591182,0.0,70.0,1.0,Corporate Auto,Four-Door Car,494.196873
PW15144,Washington,M,College,5267.848664,40818.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
KS89479,Oregon,M,College,9095.049868,37937.0,116.0,0.0,Personal Auto,SUV,556.8
QA22158,Arizona,F,College,7122.273163,64571.0,89.0,0.0,Corporate Auto,Four-Door Car,452.115601
MK32733,California,M,Bachelor,9117.441695,0.0,126.0,0.0,Corporate Auto,SUV,421.906803
WL85494,California,M,College,41075.42879,21988.0,209.0,0.0,Personal Auto,Luxury Car,1003.2
RZ79717,Arizona,M,High School or Below,3486.699561,0.0,95.0,0.0,Corporate Auto,Four-Door Car,684.0
NS12730,Oregon,M,Bachelor,7297.687812,24672.0,93.0,0.0,Personal Auto,Two-Door Car,669.6
YK32760,Oregon,M,High School or Below,2502.209885,0.0,74.0,1.0,Corporate Auto,Four-Door Car,355.2
SS77718,California,M,Bachelor,9955.490835,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
QP62600,Oregon,M,Bachelor,7094.158873,72878.0,61.0,2.0,Corporate Auto,Two-Door Car,45.463345
ET47892,Oregon,M,College,12280.76661,88340.0,102.0,0.0,Personal Auto,Two-Door Car,489.6
PS78418,Oregon,M,Bachelor,5773.90039,52278.0,73.0,0.0,Personal Auto,Two-Door Car,234.997994
SK32629,California,F,College,4904.894731,12902.0,139.0,0.0,Personal Auto,Sports Car,667.2
LQ79472,Arizona,M,College,3423.822189,99816.0,86.0,0.0,Corporate Auto,Two-Door Car,172.913031
AI58500,Arizona,F,College,2689.16845,26554.0,68.0,1.0,Personal Auto,Two-Door Car,391.687368
ME47990,California,M,High School or Below,3109.007806,77485.0,77.0,0.0,Corporate Auto,Four-Door Car,355.909266
KU25309,Oregon,M,College,22425.25604,22537.0,64.0,1.0,Corporate Auto,Four-Door Car,307.2
RW66792,California,F,High School or Below,5705.547071,76522.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
MN32305,Oregon,F,College,2063.387895,0.0,64.0,3.0,Personal Auto,Four-Door Car,602.911057
XS98744,Oregon,F,Master,5096.673223,22886.0,65.0,0.0,Special Auto,Four-Door Car,312.0
SL19130,Oregon,M,High School or Below,4101.935985,0.0,115.0,0.0,Personal Auto,Two-Door Car,552.0
JG66653,Oregon,M,High School or Below,2537.929538,25506.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
GQ17441,Nevada,M,High School or Below,3651.69247,0.0,110.0,0.0,Personal Auto,SUV,1265.387328
WL67313,California,F,College,10014.05568,0.0,98.0,1.0,Personal Auto,Two-Door Car,705.6
LX33054,Oregon,M,High School or Below,6758.807188,0.0,191.0,0.0,Personal Auto,Luxury Car,2042.569089
HN97052,Oregon,F,College,5205.90965,0.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
EB12732,Oregon,F,High School or Below,2847.965582,96357.0,71.0,1.0,Personal Auto,Four-Door Car,238.245103
KA29693,California,M,College,11513.35549,16266.0,100.0,0.0,Special Auto,SUV,1177.323534
KE41602,Arizona,M,High School or Below,7588.35586,76516.0,95.0,0.0,Personal Auto,Two-Door Car,661.008979
QF17193,Arizona,F,College,2389.310128,20484.0,61.0,0.0,Personal Auto,Four-Door Car,181.218317
IQ63581,California,F,Master,5066.827444,40215.0,64.0,0.0,Personal Auto,Four-Door Car,98.480884
MR39613,California,M,Bachelor,36860.90798,22854.0,122.0,0.0,Special Auto,Sports Car,878.4
RQ22171,California,F,High School or Below,3961.58618,0.0,118.0,1.0,Corporate Auto,SUV,264.642948
QV89791,California,F,High School or Below,8476.80656,55217.0,107.0,2.0,Personal Auto,Two-Door Car,696.115596
MD15300,California,M,College,10110.76997,76276.0,86.0,0.0,Corporate Auto,Two-Door Car,93.309811
OW33876,Washington,F,College,2476.480866,47918.0,62.0,0.0,Corporate Auto,Two-Door Car,246.256648
SK12752,California,F,Bachelor,4462.997006,0.0,73.0,3.0,Corporate Auto,Two-Door Car,350.4
BW65176,Arizona,M,College,3141.252909,43499.0,80.0,0.0,Personal Auto,Four-Door Car,529.490007
XV31269,Oregon,M,High School or Below,2496.140812,0.0,72.0,0.0,Corporate Auto,Two-Door Car,518.4
NV94455,Arizona,F,College,6861.278936,0.0,71.0,3.0,Personal Auto,Two-Door Car,476.197355
QA32784,Oregon,M,Bachelor,4983.178714,21497.0,128.0,0.0,Personal Auto,Sports Car,614.4
UH41125,Arizona,M,High School or Below,2227.072755,27972.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
VS28690,Nevada,F,Master,9670.181104,20942.0,84.0,0.0,Personal Auto,Four-Door Car,403.2
SD63822,Oregon,F,Bachelor,5088.687654,0.0,71.0,0.0,Corporate Auto,Four-Door Car,511.2
QE50648,Washington,F,High School or Below,7095.134789,74298.0,177.0,0.0,Corporate Auto,Sports Car,161.537767
EL77795,California,F,College,5437.908293,23339.0,138.0,0.0,Corporate Auto,SUV,666.307195
VK98184,Arizona,F,College,5033.693296,77031.0,125.0,0.0,Personal Auto,SUV,600.0
BR69566,Oregon,M,College,14019.83314,31739.0,71.0,0.0,Personal Auto,Two-Door Car,469.882367
AI16519,Nevada,M,High School or Below,4877.61238,0.0,66.0,0.0,Personal Auto,Two-Door Car,420.39344
SN67992,Washington,F,Bachelor,3449.494119,25236.0,89.0,0.0,Personal Auto,Four-Door Car,427.2
BE31382,Oregon,F,College,3771.617797,0.0,103.0,1.0,Personal Auto,SUV,685.227276
ZP49970,Oregon,M,Bachelor,5824.817366,40964.0,74.0,0.0,Special Auto,Two-Door Car,355.2
OA23108,Oregon,F,Doctor,4379.92784,40896.0,109.0,0.0,Personal Auto,Sports Car,319.294289
LY90785,Oregon,M,Bachelor,5793.157728,95733.0,72.0,0.0,Corporate Auto,Two-Door Car,475.423848
ZR66788,California,F,High School or Below,2725.680297,39161.0,71.0,3.0,Personal Auto,Four-Door Car,340.8
BL12371,Arizona,M,Master,5790.565333,84551.0,72.0,0.0,Personal Auto,Four-Door Car,28.92584
GB68813,Nevada,F,Bachelor,8502.237137,12843.0,111.0,0.0,Corporate Auto,Four-Door Car,1143.494486
IG90926,Arizona,F,College,2476.588891,71551.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
CT86614,Arizona,M,Bachelor,2426.95904,0.0,71.0,0.0,Corporate Auto,Four-Door Car,511.2
BL13393,Oregon,F,High School or Below,5897.986595,77835.0,74.0,1.0,Personal Auto,Four-Door Car,43.618784
TU33850,Washington,F,Bachelor,4617.391775,16764.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
IL25109,Nevada,M,High School or Below,12521.42105,39007.0,105.0,0.0,Personal Auto,Two-Door Car,1023.844984
OP67672,Washington,F,Master,9079.823377,20290.0,113.0,0.0,Personal Auto,SUV,766.519022
NW73460,Arizona,F,High School or Below,7777.201669,46182.0,65.0,0.0,Corporate Auto,Two-Door Car,2.574682
LW57693,Oregon,F,College,5601.68063,11920.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
JD81426,Arizona,M,High School or Below,3459.037949,97162.0,86.0,0.0,Personal Auto,Four-Door Car,32.715179
AM99192,Arizona,M,College,9061.951591,42743.0,117.0,1.0,Personal Auto,SUV,101.288057
LQ31287,Oregon,F,College,6866.093807,0.0,64.0,0.0,Personal Auto,Two-Door Car,40.44586
ZU25563,California,F,College,2659.70565,0.0,87.0,3.0,Personal Auto,Four-Door Car,420.041981
RU75949,Oregon,M,College,12332.51669,85789.0,105.0,2.0,Personal Auto,Sports Car,122.302824
DV85764,California,M,High School or Below,21172.38983,0.0,82.0,0.0,Personal Auto,Four-Door Car,588.269018
VU33725,Oregon,M,High School or Below,3677.907634,31349.0,93.0,0.0,Corporate Auto,Four-Door Car,446.4
SV43220,Oregon,M,College,9816.528302,37256.0,62.0,0.0,Personal Auto,Four-Door Car,128.969729
WL61717,Arizona,F,Bachelor,4922.165949,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
IW17510,California,F,High School or Below,7583.962264,0.0,102.0,0.0,Personal Auto,Sports Car,848.161322
ZS35830,Oregon,F,College,2685.901421,58166.0,67.0,0.0,Personal Auto,Four-Door Car,91.914969
TY95197,Washington,F,College,4132.58858,0.0,63.0,1.0,Personal Auto,Four-Door Car,453.6
PU73501,Arizona,M,Bachelor,8622.835375,97361.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
FP65563,Washington,M,High School or Below,15253.26436,51937.0,193.0,0.0,Personal Auto,Luxury Car,850.389259
IC44995,Oregon,F,College,4277.560211,75921.0,106.0,0.0,Personal Auto,SUV,609.680428
AY55759,California,F,High School or Below,20096.89337,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
GO94903,Oregon,F,College,4770.550911,12964.0,65.0,0.0,Personal Auto,Two-Door Car,362.774545
TF35512,Oregon,F,College,7025.65076,48117.0,88.0,0.0,Corporate Auto,Four-Door Car,422.4
HY43263,California,F,Bachelor,8265.379176,0.0,77.0,0.0,Corporate Auto,Two-Door Car,554.4
WP34496,Washington,M,High School or Below,24552.8746,0.0,118.0,1.0,Personal Auto,SUV,966.541071
QE73187,Oregon,M,High School or Below,4407.97312,66152.0,111.0,0.0,Corporate Auto,SUV,532.8
WL13766,Arizona,M,High School or Below,2482.195895,31093.0,64.0,0.0,Personal Auto,Four-Door Car,274.956819
VT44999,Arizona,F,High School or Below,3858.867206,0.0,107.0,1.0,Personal Auto,SUV,513.6
RZ14993,California,F,High School or Below,11572.10339,0.0,166.0,0.0,Special Auto,Sports Car,1195.2
XI14610,California,F,College,3645.464325,19121.0,95.0,0.0,Personal Auto,Four-Door Car,915.188647
VE31268,Oregon,M,Bachelor,4362.772279,0.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
ZD13262,Oregon,F,High School or Below,10425.98532,68563.0,131.0,1.0,Personal Auto,SUV,350.097052
OJ58066,Nevada,M,High School or Below,7025.04419,24726.0,92.0,1.0,Personal Auto,Four-Door Car,150.693773
RK81706,Arizona,F,College,7388.733207,0.0,97.0,0.0,Personal Auto,Four-Door Car,638.371157
NI18835,California,M,Bachelor,2927.734329,51991.0,73.0,0.0,Personal Auto,Four-Door Car,124.376921
RA87395,California,M,Bachelor,8356.181097,0.0,118.0,0.0,Personal Auto,SUV,153.176419
QN13323,Oregon,M,High School or Below,8718.056722,89096.0,111.0,0.0,Personal Auto,SUV,64.98293
BC53363,Oregon,F,High School or Below,35227.29912,23031.0,148.0,0.0,Special Auto,SUV,710.4
VB26229,Arizona,M,Bachelor,8697.882675,29540.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
AD28535,California,F,Master,3554.845264,58557.0,88.0,0.0,Personal Auto,Four-Door Car,55.510526
SE50560,Oregon,M,College,2818.31302,88816.0,70.0,0.0,Personal Auto,Two-Door Car,164.282841
YL65673,California,F,Bachelor,19045.50012,0.0,61.0,0.0,Personal Auto,Four-Door Car,439.2
WK65741,California,F,High School or Below,2893.806196,61809.0,72.0,0.0,Personal Auto,Two-Door Car,328.004855
GZ77449,California,M,College,14439.80313,58452.0,186.0,0.0,Corporate Auto,Luxury Car,892.8
OF49789,Oregon,F,College,5121.838914,57161.0,127.0,0.0,Personal Auto,Sports Car,609.6
YX54093,Arizona,M,College,2217.664193,0.0,65.0,0.0,Personal Auto,Four-Door Car,111.872115
TD19026,California,F,High School or Below,2861.717418,90083.0,71.0,0.0,Personal Auto,Two-Door Car,181.689191
XT67997,California,F,High School or Below,5979.724161,57693.0,76.0,0.0,Personal Auto,Four-Door Car,547.2
WP65749,Nevada,M,College,7377.231238,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
YT91759,California,M,High School or Below,6366.225775,44368.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
YH20696,Oregon,M,College,8657.968597,68727.0,72.0,0.0,Personal Auto,Four-Door Car,171.475838
